*ST海星 的股价现在多少	localsearch	stock	1
*ST海星 的股价现在多少	poi	stock	1
*ST白猫 的股价现在多少		stock	1
*ST白猫 的股价现在多少	call	stock	1
*ST白猫 的股价现在多少	localsearch	stock	1
*ST白猫 的股价现在多少	poi	stock	1
*ST秦岭 的股价现在多少		stock	1
*ST秦岭 的股价现在多少	call	stock	1
*ST秦岭 的股价现在多少	localsearch	stock	1
*ST秦岭 的股价现在多少	poi	stock	1
*ST香梨 的股价现在多少		stock	1
*ST香梨 的股价现在多少	call	stock	1
*ST香梨 的股价现在多少	localsearch	stock	1
*ST香梨 的股价现在多少	poi	stock	1
*个*你好衰		chat.illegal	1
*了个奶奶超生		chat	1
*你大爷		chat.illegal	1
*你大爷的		chat.illegal	1
*你姥姥个爪儿		chat	1
*家有我杀了30万啊		error	1
*的*啊		chat.illegal	1
*的口子		chat	1
*的骂老子说		chat	1
*能不能能不能换一个		chat	1
---------------------	call	call.recall	1
-2加100等于几		calculator	1
0.3534的23次方		calculator	1
006县道与216乡道交叉口东北150米		map.navi	1
0101点幺我是主持人于洋		chat	1
016乡道与308省道交叉口西150米		map.navi	1
07的或没名现金补贴置换购车更有机会获赠		error	1
0879么么么么兔子		error	1
09观音心咒		music	1
1.143除以400等于多少		calculator	1
1000万乘1000万等于多少		calculator	1
1000万加1000万等于几		calculator	1
1000乘1000等于多少		calculator	1
1000乘以1000等于多少		calculator	1
1000加1000		calculator	1
1000港元等于多少人民币		exchange	1
1000港元等于多少欧元		exchange	1
1000港元等于多少瑞士法郎		exchange	1
1000港元等于多少美元		exchange	1
1000米处拍照		error	1
1001夜		music	1
1002加8加6等于几		calculator	1
1003邯郸娱乐广播		broadcast	1
100万加192百万多少		calculator	1
100万还有加400万多少		calculator	1
100乘以0.5等于多少		calculator	1
100乘以100等于多少		calculator	1
100减1等于多少		calculator	1
100加1000		calculator	1
100加1000再加100再加1000再加20		calculator	1
100加1000等于几		calculator	1
100加1001等于几		calculator	1
100加100加1000再加1000再加100		calculator	1
100加100等于几		calculator	1
100加200等于多少		calculator	1
100加20等于几		calculator	1
100加26		calculator	1
100加2等于几		calculator	1
100加42等于多少		calculator	1
100加600等于几		calculator	1
100加8再加六再加八86等于几		calculator	1
100加8加61等于几		calculator	1
100加8加6等于几		calculator	1
100说什么100啦		chat	1
100除以15.95等于几		calculator	1
100除以150等于多少		calculator	1
100除以16等于几		calculator	1
100除以3等于多少		calculator	1
100除以7.21等于几		calculator	1
1020乘以3等于多少		calculator	1
10323777		call	1
1046延边旅游生活广播		broadcast	1
105加32等于几		calculator	1
107国道		map.navi	1
108936乘以289756等于多少		calculator	1
10个月		chat	1
10乘以10等于几		calculator	1
10加10		calculator	1
10加10等于几		calculator	1
10和100等于多少		calculator	1
10月1放几天假		websearch	1
10月27号是星期几？		calendar	1
10澳门币等于多少人民币		exchange	1
10澳门币等于多少新加坡元		exchange	1
10的2次方是多少		calculator	1
10的平方是多少		calculator	1
10的自然对数是多少		calculator	1
1100加1100等于几		calculator	1
110港币等于多少人民币		exchange	1
110港币等于多少新加坡元		exchange	1
111111111111111111111111111	call	call.recall	1
111县道在哪里		map.location	1
114省道在哪里		map.location	1
11500加上7400等于多少	call	calculator	1
115除以7.09等于几		calculator	1
11月8号和11月29号		chat	1
11除以3		calculator	1
120公里		chat	1
120公里你拍照保存		chat	1
1234567八九十用英语怎么读		translation	1
123乡到在哪里		map.location	1
124省道在哪里		map.location	1
125元打六折等于多少		calculator	1
128.3公里250多厘米		error	1
12乘以120等于几		calculator	1
12加100等于几		calculator	1
12周岁平均身高		chat.qa	1
12星座都有哪些		chat.qa	1
12月13号回家南京大屠杀		chat	1
12月17号天气情况		weather	1
12月17号天气情况	call	weather	1
12月17号天气情况	localsearch	weather	1
12月17号天气情况	poi	weather	1
12月24号提醒我的生日		alarm	1
12点49分开启闹钟		alarm	1
12点钟的闹钟提醒我开会		alarm	1
12那玩意儿再找下		chat	1
12除以3等于几		calculator	1
13002221930		call	1
13002223190		call	1
1300加100等于几		calculator	1
13015246029		call	1
130米后在道路尽头右转进入胜利南路	call	error	1
1331231978		call	1
13466305998	call	call	1
13514733298		call	1
136	call	call	1
13600加上2000等于多少		calculator	1
13636574410		call	1
13636574412		call	1
13636574459		call	1
1365166233		call	1
13669244362	call	call	1
136乘以136加243加432等于多少		calculator	1
13898001117	call	call	1
1390930	call	call	1
13914733298		call	1
1394497673		call	1
13984816735		call	1
13998656556	call	call	1
13乘1等于多少		calculator	1
13加12加3加2等于几		calculator	1
13周岁平均身高		chat.qa	1
13点49分开启闹钟		alarm	1
13点通畅吗		map.traffic	1
13点通畅吗	call	map.traffic	1
13点通畅吗	localsearch	map.traffic	1
13点通畅吗	poi	map.traffic	1
13陵镇追究村委会		error	1
141县道在哪里		map.location	1
141米一文不一定是情侣	localsearch	error	1
142加143等于多少		calculator	1
1440乘以1440等于几		calculator	1
14点49分开启闹钟		alarm	1
14点49分开启闹铃		alarm	1
150你好咚咚		chat.greet	1
150米东东你好		chat.greet	1
150米处有违法拍照		error	1
151公馆		map.navi	1
153	call	call	1
153920110102不对我唱		chat	1
1550244332		call	1
1555加上355加上555减去545减去555再减去550		calculator	1
156	call	call	1
1561405	call	call	1
15848686	call	call	1
15848861629	call	call	1
15乘1等于多少		calculator	1
15加26等于多少		calculator	1
15加2等于几		calculator	1
15号	weather	weather	1
15埃及镑等于多少新加坡元		exchange	1
15埃及镑等于多少美元		exchange	1
1600加2600等于几		calculator	1
163乡到在哪里		map.location	1
168中学在哪里		map.location	1
16加3加8等于多少		calculator	1
16号限号吗		traffic.control	1
16号限号吗	call	traffic.control	1
16号限号吗	localsearch	traffic.control	1
16号限号吗	poi	traffic.control	1
16开四次方等于多少		calculator	1
16的平方根是多少		calculator	1
16集家属院第四单元		map.navi	1
17杭州湾		chat	1
180191		call	1
1872乘以96853等于几		calculator	1
189209赛季英格兰91.4		error	1
18乘16等于多少		calculator	1
18乘以16等于多少		calculator	1
18年下半年健康		chat	1
18摸		chat	1
190米后过收费站靠右前方行驶	call	call.recall	1
190米后过收费站靠右前方行驶	localsearch	call.recall	1
190米后过收费站靠右前方行驶	poi	navi_cmd.start_navi	1
1911辛亥记忆		audio	1
1938-1941重庆大轰炸		audio	1
1949间谍密案		audio	1
1960年的乡村		audio	1
1991年的是属什么的		chat.qa	1
1992年的是属什么的		chat.qa	1
19元一条30元两条速来抢购		error	1
19公里下高速		chat	1
19号银钻小区		map.navi	1
19岁该怎样保养皮肤		websearch	1
19新党章全文		websearch	1
1x信号正常		chat	1
1与2的和是多少		calculator	1
1乘12等于多少		calculator	1
1乘13等于多少		calculator	1
1乘1等于多少		calculator	1
1乘以1乘到100等于多少		calculator	1
1乘以2等于多少1乘以2		calculator	1
1减2再乘以3等于多少		calculator	1
1分钱1分货		chat	1
1加100再加1000等于几		calculator	1
1加100等于几		calculator	1
1加140等于		calculator	1
1加1加1加1加1加1加1等于多少		calculator	1
1加1加2加3加4加5加6加7加8加9加10等于几		calculator	1
1加1加2加3加4加5等于多少		calculator	1
1加1加3加5等于多少		calculator	1
1加1大王叫我来巡山		music	1
1加1等于三对吗		calculator	1
1加1等于几		calculator	1
1加1等于几东东		calculator	1
1加1等于多少1加2就等于多少呢		calculator	1
1加1除以2等于几		calculator	1
1加2加3加4加5加6加7加8加9加10等于几		calculator	1
1加2加3加4加5加6加7加8等于多少		calculator	1
1加2等于多少		calculator	1
1加3等于几		calculator	1
1加3等于多少		calculator	1
1加4等于多少		calculator	1
1月1号高速路收费吗		chat.qa	1
1瑞士法郎等于多少人民币		exchange	1
1路上有你		music	1
1路上有你张学友播放		music	1
1路上职场		chat	1
2.5充满电多分嘞个你肯定装的他们可能能找到同城的吗		error	1
2000减500乘200再除以二万等于多少		calculator	1
2000平方米之内		chat	1
2000年的是属什么的		chat.qa	1
2001年的是属什么的		chat.qa	1
2002年的第一场雪		music	1
2002年的第一场雪继续播放		player.resume	1
2008年的世界奥运会是在哪一个国家举办的		sports	1
200你好咚咚		chat.greet	1
200加400是多少		calculator	1
200块		chat	1
200多米300多米才有水		error	1
200米东东你好		chat.greet	1
200除以300等于多少		calculator	1
2010年农历八月十五是哪天		calendar	1
2011年农历十月初十是星期几		calendar	1
2012年是农历什么年		calendar	1
2013年12月18日是农历几号		calendar	1
2015大阅兵		audio	1
2016年4G设备安装李	call	call	1
2017中国新歌声		music	1
2017劲爆的抖音歌曲		music.search_tag	1
2018中国通货膨胀率多少		websearch	1
2018劲爆的黑人舞曲		music.search_tag	1
2018奥迪a4l落地多少钱		websearch	1
2018属狗几月份命好		websearch	1
2018属狗几月出生最好		websearch	1
2018年投资什么项目能挣钱		chat	1
2018年的吧		chat	1
2018年的春节是哪一天		chat	1
2018最劲爆的抖音歌曲		music.search_tag	1
2018最劲爆的歌曲		music.search_tag	1
2018跳舞大碟		music	1
2019双鱼座运势		websearch	1
2019属狗几月份命好		websearch	1
2019属狗几月出生最好		websearch	1
2019年几号开春		calendar	1
2019年几号打春		calendar	1
2019年双鱼座彻底大爆发		websearch	1
2019年春节什么时候		calendar	1
2019年最倒霉星座		websearch	1
2019年最值得期待拥有的8款汽车		websearch	1
2019年最流行的音乐		music.search_tag	1
2019年的吧		chat	1
2019新歌		music.search_tag	1
2019最新劲爆的歌曲		music.search_tag	1
2019清明三天小假期广州有什么好玩的		websearch	1
201国道在哪里		map.location	1
2020年最流行的音乐		music.search_tag	1
2020新歌		music.search_tag	1
2022年是什么时候		chat.qa	1
208万乘以3％等于几		calculator	1
20年的网太卡了		error	1
20演奏铁血丹心		music	1
21加100等于几		calculator	1
2222点2222除以1112		calculator	1
222加100等于几		calculator	1
222号		chat	1
22加100等于几		calculator	1
232号		chat	1
237乘以0.25等于多少		calculator	1
23加9乘33再开根号等于多少		calculator	1
23项23小南阳市23小		error	1
240斤那地方的自作多情119		error	1
245佳酒诗		error	1
24乘24等于多少		calculator	1
24加24等于几		calculator	1
24小时超市		localsearch	1
24点谋杀案		audio	1
24节气都有哪些		websearch	1
24顷地		chat	1
25000里在哪里		map.location	1
250米处有违法拍照		error	1
25乘以13等于多少		calculator	1
25加25等于几		calculator	1
25加34加62减34减33等于多少		calculator	1
260除以7等于多少		calculator	1
266公里55元每公里多少钱		chat.qa	1
26加100等于几		calculator	1
27中		map.navi	1
27中学		map.navi	1
28了		chat	1
28加100等于几		calculator	1
28加3加96加5加78等于几		calculator	1
29500乘上0.0063等于多少		calculator	1
29500乘上0.0065等于多少		calculator	1
29500乘上0.006等于多少		calculator	1
29500乘上0.065等于多少		calculator	1
2G	call	call	1
2G3G施工王志强	call	call	1
2G电路李长安	call	call	1
2G督导马建录		chat	1
2G督导马建录	call	call	1
2减1030等于几		calculator	1
2分之5等于几		calculator	1
2分钟		chat	1
2加1001等于几		calculator	1
2加1002等于几		calculator	1
2加100等于几		calculator	1
2加1010等于几		calculator	1
2加105等于几		calculator	1
2加109等于几		calculator	1
2加130等于几		calculator	1
2加170等于几		calculator	1
2加190等于几		calculator	1
2加2		calculator	1
2加200等于几		calculator	1
2加2乘以3等于几		calculator	1
2加2加2加2加2加2等于几		calculator	1
2加2加5加6加7加10等于几善良的		calculator	1
2加4等于多少		calculator	1
2加600等于几		calculator	1
2加8等于几		calculator	1
2加上100等于几		calculator	1
2医院		map.navi	1
2块钱可以买3个苹果，3块钱可以买几个苹果		calculator	1
3.12乘以1.57等于几		calculator	1
3.42的平方是多少		calculator	1
300减200等于多少		calculator	1
300米右转播放评书		audio	1
300米后向右前方行驶进入右转专用道		error	1
300米处拍照		error	1
300米处有公交专用道拍照		error	1
300米处有违法拍照	call	call.recall	1
300米有电子监控		error	1
300米红绿灯路口调头进入主路		error	1
301国道在哪里		map.location	1
304医院在哪里		map.location	1
30出头		music	1
30分钟以后叫我起床		alarm	1
30加35等于多少		calculator	1
30歌月		error	1
30米后靠右前方行驶	call	call.recall	1
30米后靠右前方行驶	localsearch	navi_cmd.start_navi	1
30米后靠右前方行驶	poi	navi_cmd.start_navi	1
31.74除以5等于多少		calculator	1
3174公交站		map.navi	1
317医院在什么地方		map.location	1
31加129加3加2等于几		calculator	1
31加12加3加2等于几		calculator	1
324省道		map.navi	1
324省道叶树圩线		chat	1
324省道延寿县		map.navi	1
324省道玉树县		map.navi	1
325乘以123等于几		calculator	1
327乘以230.5等于多少		calculator	1
32加12加3加2等于几		calculator	1
32加64等于多少		calculator	1
33.35除以2等于几		calculator	1
334医院在哪里		map.location	1
337医院在什么地方		map.location	1
33乘以88		calculator	1
33加12加3加2等于几		calculator	1
3459减343455等于几		calculator	1
345减去0.678等于多少		calculator	1
3507社区		map.navi	1
3588乘以568等于几		calculator	1
35乘30等于几		calculator	1
35乘以5等于多少		calculator	1
35除以135等于多少		calculator	1
35除以20		calculator	1
35除以5等于几		calculator	1
360手机性能		websearch	1
360立体环绕音		music.search_tag	1
364除以21.8等于几		calculator	1
36加12加3加2等于几		calculator	1
37加12加3加2等于几		calculator	1
380米后靠左前方行驶		chat	1
38度6		music	1
38度6;song;2000		music	1
38度六		music	1
38度六;song;2000		music	1
39398的5%是几		calculator	1
39458的6次方		calculator	1
39458的6次方	call	calculator	1
399加65等于多少		calculator	1
39加122加3加2等于几		calculator	1
3D环绕音乐		music.search_tag	1
3G共址基站施工	call	call	1
3G室分网管	call	call	1
3G开站胡明臣	call	call	1
3乘4等于多少		calculator	1
3乘8等于几		calculator	1
3乘以2等于多少		calculator	1
3乘以6等于多少		calculator	1
3乘以8等于几		calculator	1
3加12加3加2等于几		calculator	1
3加21加31加21等于几		calculator	1
3加22加3加2等于几		calculator	1
3加23加33加42等于几		calculator	1
3加2加31加22等于几		calculator	1
3加2加3加2等于几		calculator	1
3加2等于几		calculator	1
3加3等于几		calculator	1
3加4加5加178加9879加109870用英语怎么说		translation	1
3加4加5加6加7加8加100加10等于多少		calculator	1
3加5		calculator	1
3加5加6加7加8等于几		calculator	1
3加5等于几		calculator	1
3加5等于几啊		calculator	1
3加6等于几		calculator	1
400和500之间		chat	1
409特别班		audio	1
40加40等于几		calculator	1
444444444444		error	1
44加11		calculator	1
4876	call	call	1
49乘9999879等于几		calculator	1
4G BBU开	call	call	1
4G基站开站	call	call	1
4G室分设备安装	call	call	1
4G开站安排督导唐峰	call	call	1
4G开站督导吴	call	call	1
4G抱杆安装	call	call	1
4S又是什么意思		chat.qa	1
4s店		chat	-1
4s店元旦放假吗		chat	1
4s店国庆放假吗		chat	1
4乘以38等于多少		calculator	1
4乘以4等于多少		calculator	1
4加1用英文你好怎么说英语		translation	1
4加4		calculator	1
4加4等于几		calculator	1
4号疗养院		audio	1
4号门诊楼之与谁共舞		audio	1
4月1号是什么节日		calendar	1
500乘以500等于几		calculator	1
500到600之间		chat	1
500加100等于几		calculator	1
500无不蝶葬		error	1
500的突然间自我		error	1
520我们只能		chat.qa	1
521	call	call	1
528招聘网信用度如何		websearch	1
528招聘网安全吗		websearch	1
542桥云景豪庭		chat	1
54305421		call	1
54除以237等于多少		calculator	1
552	call	call	1
55555555555555		error	1
555加上555加上555减去555减去555再减去550		calculator	1
55乘以55等于多少		calculator	1
55号没气场		chat	1
560加上800		calculator	1
567	call	call	1
5678有限公司		map.navi	1
5686减98再乘以980		calculator	1
56加100等于几		calculator	1
58师傅	call	call	1
58简历陆思佳	call	call	1
5个月		chat	1
5乘5等于多少		calculator	1
5乘6乘13等于多少		calculator	1
5乘以32等于几		calculator	1
5亿左右会有沧桑见面礼好活动介绍坚持坚持		error	1
5元一斤给我找个移动大厅和联通大厅肘部多了		error	1
5公里后在第二个红绿灯路口左转要读懂		error	1
5加2等于几		calculator	1
5加3减2		calculator	1
5加3减2乘4等于几		calculator	1
5加3减2乘以4		calculator	1
5加3减2乘以4等于几		calculator	1
5加3减2再乘以40级		calculator	1
5加3减2再乘以四		calculator	1
5加3减2再乘以四是多少		calculator	1
5加3减2加2等于几		calculator	1
5加3减2加4加6减5减6等于几		calculator	1
5加3减2加4等于几		calculator	1
5加3减2等于几		calculator	1
5加3减4加2加6等于几		calculator	1
5加5		calculator	1
5加5等于几		calculator	1
5加6减2加3加5减4等于几		calculator	1
5加6等于几		calculator	1
5除以135等于多少		calculator	1
6.7提醒我起床		alarm	1
6000加600等于几		calculator	1
6001加6001等于几		calculator	1
6001加6002等于几		calculator	1
6001加600等于几		calculator	1
6002加600等于几		calculator	1
600减去600等于几		calculator	1
600加60077等于几		calculator	1
600加600等于几		calculator	1
600加6040等于几		calculator	1
600加6300等于几		calculator	1
600米的车道街口		chat	1
6010加1600等于几		calculator	1
6020加6030等于几		calculator	1
6030加600等于几		calculator	1
6033	call	call	1
6060加6100等于几		calculator	1
60个月		chat	1
60除以219等于多少		calculator	1
610030	call	call	1
61020加600等于几		calculator	1
63减去55等于多少		calculator	1
641酒杯胖伟		chat	1
655加上555加上555减去555减去555再减去550		calculator	1
65乘以124等于几		calculator	1
665968	call	call	1
66666666666		error	1
6700加6001等于几		calculator	1
6乘8等于多少		calculator	1
6乘以6等于几		calculator	1
6加18		calculator	1
6加1等于几		calculator	1
6加6		calculator	1
700号		chat	1
700米处有测速拍照		error	1
700米处有测速拍照限速120		traffic.control	1
700米处有监控拍照		chat	1
700米车道拍照		chat	1
70周年快乐		chat	1
70周年快乐	call	chat	1
70周年快乐	localsearch	chat	1
70周年快乐	poi	chat	1
70年代		chat	1
70年代的		chat	1
710座		chat	1
7280乘以0.75		calculator	1
72加100等于几		calculator	1
737ng飞机为例地址非常有套路		error	1
74621333		call	1
75乘2等于多少		calculator	1
76号特务实录		audio	1
78加28等于多少		calculator	1
78等于744	call	call.recall	1
7加7		calculator	1
7妹		chat	1
7尚酒店		map.navi	1
7楼多长时间		chat	1
80%的气雾剂我的东西关于手机的东西都被华为收购了		error	1
8000乘以2等于多少		calculator	1
8000减200除以两万等于多少		calculator	1
8000多块钱了		chat	1
800加800等于几		calculator	1
80995我团8099		error	1
80乘以2等于多少		calculator	1
80加29等于几		calculator	1
80加550等于几		calculator	1
80年代电影主题曲的歌		music	1
81.5厘米横53.6厘米切块设色艳丽		chat	1
847除8加45减9等于几		calculator	1
850乘以350等于多少		calculator	1
85年属什么		chat.qa	1
86年属什么		chat.qa	1
886-1788	call	call	1
8880108	call	call	1
8887368	call	call	1
888乘以863等于多少		calculator	1
888墙面能直接涂防水吗		websearch	1
88加36等于多少		calculator	1
893女主播电台		broadcast	1
8乘以49等于几		calculator	1
8加5等于几		calculator	1
8加8加8加8等于多少		calculator	1
8加8等于几		calculator	1
8加9减37加25等于几		calculator	1
8加9加6加5加4等于几		calculator	1
8小时后叫醒我		alarm	1
92号汽油价格		oil	1
92号汽油多少钱		oil	1
92号汽油的油价是多少		oil	1
936私家车广播		broadcast	1
95元到99元		chat	1
95号汽油多少钱		oil	1
96年的游客中没有演出披萨		error	1
976汽车调频		broadcast	1
9999加9999等于多少		calculator	1
999机器设备有限公司		map.navi	1
99个日夜		music	1
99乘以99等于几		calculator	1
99元套餐		chat	1
99加1等于多少		calculator	1
99加上11等于多少		calculator	1
9乘93		calculator	1
9乘9等于几		calculator	1
9乘以3.3等于几		calculator	1
9加5减3等于几		calculator	1
9加8减17等于多少		calculator	1
9加8等于多少		calculator	1
9加9		calculator	1
9加9加9加9加9加8加7加6加3加2加1等于多少		calculator	1
9除以3等于几		calculator	1
9除以3等于多少		calculator	1
A LA乐队的追梦赤子心		music	1
a lin的歌		music	1
a melody like you		music	1
a mystery visitor		music	1
abc叫什么便便吗		chat	1
ABC英语歌谣		audio	1
across the board		music	1
Adele		music	1
adele rolling in the deep		music	1
age of innocence		music	1
ageless beauty		music	1
alan walker的		music	1
all的歌好吗		chat	1
alright		cmd.yes	1
angela zhang		chat	1
angelababy是谁		websearch.baike	1
angel巴拉拉小魔仙被采用保		error	1
anna来没来说		chat	1
apple	call	call	1
apple手机维修售后		map.navi	1
are you arobot		chat	1
as long you love me		music	1
as one		chat	1
atom故事		audio	1
av线工作前		chat	1
az的歌		chat	1
A一起学猫叫		music	1
a君牛头山		error	1
a听张学友的歌		music	1
a小品		audio	1
a小芳是飞机场		error	1
a我想听一首歌		music.search_recommend	1
a我想听俄再回首		music	1
a我想听陈瑞的白狐		music	1
a我整点的儿子你会想我吗		error	1
a播放张惠妹的歌曲		music	1
a播放赵雷的歌		music	1
b what u wanna b		chat	1
b2是不是很难考		chat	1
baby shark		music	1
BABY音乐		music	1
back		cmd.back	1
backstreetboys		music	1
barbie dreams		music	1
battlefield theme		music	1
BBC儿童广播剧		audio	1
bed and board		music	1
Beethoven		chat	1
Believe		music	1
ben的you		chat	1
bette davis eyes		music	1
better man		chat	1
beyond		music	1
beyond the time		music	1
beyond的歌		music	1
big ali		chat	1
Bii歌吧		chat	1
biscuit and seal		music	1
blue lights		music	1
blur of past		music	1
board game		music	1
board of governors		music	1
bobby		music	1
bobby的音乐		music	1
BOBO	call	call	1
bootstrasp如何初始化多个table		websearch	1
boots不用老朋友了		chat	1
bright ideas		music	1
bright moments		music	1
british end title		music	1
bubbly		music	1
bulletin board		music	1
but游乐场地址		chat	1
by的有限公司		error	1
b罩杯有多大		websearch	1
b罩杯的尺寸有多大		websearch	1
b钞票		chat	1
c major for		chat	1
C ola		chat	1
C ola的u r man		chat	1
call不用打了		cmd.cancel	1
call你去死		chat.illegal	1
call去死吧		chat.illegal	1
call取消		cmd.quit	1
call老爸		call	1
can you tell me what time now		chat	1
cancel		cmd.cancel	1
candee的诛心		chat	1
ccc是美女吗		chat.qa	1
cecilia歌曲		music	1
chenjx16	call	call	1
CNR音乐之声		broadcast	1
coastal life		music	1
coco刘德华的一生一次		music	1
coco音乐		music	1
com		chat	1
come n情歌		music.search_tag	1
come on baby		music	1
correct		cmd.yes	1
cpu温度怎么降		websearch	1
creepy carl		music	1
cry on my shoulder		music	1
c罩杯		chat	1
c罩杯有多大		websearch	1
D J慢摇		music.search_tag	1
D J歌曲给我搜一个		music.search_tag	1
D J音乐唱一部		music.search_tag	1
Dad	call	call	1
dance on the board!		music	1
danny chow的吗		error	1
dan你心里还有没有我		chat	1
deux的歌		music	1
DHA周俊	call	call	1
disco		music.search_tag	1
diving board		music	1
dj	call	call	1
dj中文串烧		music.search_tag	1
dj乐曲		music.search_tag	1
dj有吗		music.search_tag	1
dj歌		music.search_tag	1
dj歌曲		music.search_tag	1
dj歌曲听一下		music.search_tag	1
dj歌曲来一首		music.search_tag	1
dj歌曲经典的来一首		music.search_tag	1
dj版一月		music	1
dj版的地球人都知道我爱上了你		music	1
dj版的大悲咒		music	1
dj版的歌		music.search_tag	1
dj的歌		music.search_tag	1
DJ舞曲		music.search_tag	1
dj英文		music.search_tag	1
dj酒吧慢摇		music.search_tag	1
dj阿远		music	1
dj音乐		music.search_tag	1
dj音乐播放		music.search_tag	1
doc刀先按小		error	1
dolly的犯错		chat	1
domino		music	1
drawing board		music	1
dreamland express		music	1
each greed wriggles		music	1
early flight		music	1
electric surf board		music	1
English talk show		audio	1
equus影楼		error	1
evening sky		music	1
Everything		music	1
e租宝理财好吗		websearch	1
e租宝理财好投资安全吗		websearch	1
e租宝理财安全吗		websearch	1
f4的歌		music	1
f4的第一时间		music	1
F4陪你去看流星雨		chat	1
faith	call	call	1
fear to approach		music	1
fe卡丝造型		map.navi	1
ff14炸鱼套餐怎么做		websearch	1
find me love me		music	1
FM100.6沂山调频		broadcast	1
FM100.8 女子调频		broadcast	1
FM1008新闻资讯广播		broadcast	1
FM103.3私家车音乐广播		broadcast	1
FM103.5桂中之声		broadcast	1
FM105.6 寿光汽车电台		broadcast	1
FM105知道分子广播		broadcast	1
FM107.2旅游音乐广播		broadcast	1
FM107.5荣成电台私家车广播		broadcast	1
fm107太原交通台		broadcast	1
FM88.6西城汽车音乐调频		broadcast	1
FM898汽车音乐广播		broadcast	1
FM91.6九江汽车音乐广播		broadcast	1
FM93.5 临清新闻综合广播		broadcast	1
FM933曹县人民广播电台		broadcast	1
FM934旅游音乐广播		broadcast	1
FM950广西音乐台		broadcast	1
FM96.4青岛私家车第一广播		broadcast	1
FM971栖霞人民广播电台		broadcast	1
FM98.6舒城交通音乐广播		broadcast	1
FM99.0江城汽车音乐广播		broadcast	1
FM99香格里拉之声		broadcast	1
fm频率调成104.3		frequence	1
fm频率调成104.5		frequence	1
fm频率调成106.3		frequence	1
fm频率调成87		frequence	1
fm频率调成92.33		frequence	1
for fun无敌是多么寂寞		chat	1
for martha		music	1
forever love		music	1
francics	call	call	1
frank	call	call	1
fuck you		chat.illegal	1
fuckyou		chat	1
full house		chat	1
G AL a乐队		music	1
G.E.M.邓紫棋的北京北京		music	1
G.E.M.邓紫棋的歌		music	1
g210信息		error	1
g36宁洛高速		map.navi	1
gaoanmin	call	call	1
gee怎么样		chat	1
get on board		music	1
gigolo		chat	1
give yourself a try		music	1
good evening		chat	1
good morning		chat	1
goodbye		chat	1
google	call	call	1
gps信号正常		chat	1
grace of my life		music	1
GRE英语		audio	1
gym		chat	1
H ot G的唉呦唉呦		chat	1
h2so小狼狗舔我手机收不到		error	1
hello		chat.greet	1
hello can you speak in english		chat	1
hello请问最近衡阳发生什么命案没有啊		chat	1
here we stand		music	1
hey		chat.greet	1
hey joe		music	1
hi		chat.greet	1
hidden desires		music	1
hideaway		music	1
hien这个铃声		chat	1
High歌		music	1
histories		music	1
hiya		chat.greet	1
HI小咚		chat.greet	1
hi王者荣耀		chat	1
hoho音乐		music	1
hold on		music	1
